"POOL_01"	"study_01"	"study_02"	"study_03"	"study_04"	"study_05"	"study_06"	"study_07"	"study_08"	"study_09"	"study_10"	"POOL_02"	"study_11"	"study_12"	"study_13"	"study_14"	"study_15"	"study_16"	"study_17"	"study_18"	"study_19"	"study_20"	"POOL_03"	"study_21"	"study_22"	"study_23"	"study_24"	"study_25"	"study_26"	"study_27"	"study_28"	"study_29"	"study_30"	"POOL_04"	"study_31"	"study_32"	"study_33"	"study_34"	"study_35"	"study_36"	"study_37"	"study_38"	"study_39"	"study_40"	"POOL_05"	"study_41"	"study_42"	"study_43"	"study_44"	"study_45"	"study_46"	"study_47"	"study_48"	"study_49"	"study_50"	"POOL_06"	"study_51"	"study_52"	"study_53"	"study_54"	"study_55"	"study_56"	"study_57"	"study_58"	"study_59"	"study_60"	"POOL_07"	"study_61"	"study_62"	"study_63"	"study_64"	"study_65"	"study_66"	"study_67"	"study_68"	"study_69"	"study_70"	"POOL_08"	"study_71"	"study_72"	"study_73"	"study_74"	"study_75"	"study_76"	"study_77"	"study_78"	"study_79"	"study_80"	"POOL_09"	"study_81"	"study_82"	"study_83"	"study_84"	"study_85"	"study_86"	"study_87"	"POOL_10"	"study_88"	"study_89"	"study_90"	"study_91"	"study_92"	"study_93"	"study_94"	"POOL_11"
"FT4491"	2758.79011946774	7679.17811014013	4280.6799465727	4360.36194058088	4146.97152689735	8430.64087547433	9225.63011118982	5864.92398820253	4258.62495714839	5850.09324226608	4120.66453886532	3043.26555440689	6375.58504831126	4589.55743714699	3830.70718422052	7339.67705263765	3339.65253883163	NA	6696.82788931624	3986.78889758569	7006.99050404501	5414.75664467385	11626.7330753967	1771.32991872932	6073.04164420833	4606.33631976158	4857.08033747004	3189.2133117381	6074.87684462116	3461.66250804514	6713.59215877717	6768.69224324878	9755.56302739064	2664.87673078733	NA	5230.96597765405	6682.26566045465	5009.68555951513	5181.48431791372	4544.48841562777	5730.26969651258	6465.29896953818	4660.22953282571	2999.799166601	3166.10180563476	5760.70357405364	4867.58870793471	1059.57197983575	NA	9430.1236674111	2388.22449061748	8822.14755865813	3647.34879020979	5953.09433948716	5629.16186957603	2836.9450617502	6030.78900615899	5988.10016022668	7333.35305249579	3622.28170650662	3123.18535760619	6974.34536017135	11766.7235648834	5187.33120462693	4345.03366119441	3748.32576992431	2659.88125833216	4333.01059428022	4911.58156238928	7418.45707783333	3322.74476052134	10824.1272777131	3244.27025011311	9709.52703394584	4293.03467394743	6067.67525671029	3337.93070843693	2825.67943183546	6569.53883828187	2714.66494007866	5636.33983359598	8533.73505138768	NA	3057.82554875155	4822.00139783044	6488.86584466429	3914.15952252557	2259.94625548098	2685.54851412865	2867.24923118784	3499.66605811052	5499.07797374622	6282.79948608064	5244.13582787977	4748.1322694187	9347.32166122918	2821.39418276553	6794.041801254	4031.68280872725	6011.30598883004	1342.99289093278	3877.58045504119	4991.26735275714	9783.34042567734	3035.83633944088
"FT4545"	3823.33191025588	1982.54065291846	2689.51802485966	2318.35488823274	2499.95485027886	1828.1027031293	2221.71506950032	1955.52297305646	6366.22768262808	2295.27485674308	2234.93122579882	3829.99058277744	3328.13490284056	2178.4891787093	2352.6119687994	2482.85949757156	1980.62792598472	NA	1853.44025543024	2397.91689168735	2175.25356716981	1991.93879386316	3702.95621153583	1463.88556326147	2203.19345309923	2478.95980199221	5557.48151238917	6804.7634729403	2380.35981018839	1671.13455963574	6264.1449269515	1877.75336442699	3024.42360195853	3907.62145261403	2454.32559456395	2381.01300829399	2532.66933260228	2439.58239481611	2194.29602237028	2104.47481385413	6472.45661993464	1972.09870114175	2768.58781748786	2285.70912911536	4224.73105481002	2908.12346645393	2319.42949275889	2060.25723986713	3739.03584717656	1959.83175311006	2164.59050452251	2054.01910026348	2493.88214685315	5640.80902727506	2192.82555340387	3899.09607709156	2094.80235792817	2031.50382403422	1728.63845933325	2322.34049419945	2562.09147006983	1725.24370147737	5308.98253586731	2258.78896819005	2165.22644916506	6486.89222151672	3856.8494076776	2278.1583650992	2128.36040654319	1887.0041235299	2166.54087802603	6155.85131772231	2249.71122336541	1944.39800339416	2167.92060459955	1932.7746116163	2399.15425176632	3669.61403212953	1530.80696441411	2042.39706574214	2527.4722694791	1541.07878876221	3067.18503831525	1981.66615265453	2098.08184290749	1539.58668402932	2518.36114577507	2264.47432259619	4013.31274179732	2223.61356866086	2244.23109866872	2321.70786723123	1816.86235294534	2516.23045888545	2033.72643521469	1835.88135866715	4058.79106058862	2399.22094566077	2160.15363588805	2166.77468410895	3301.20084282313	2038.35909280835	1851.40214276277	2503.98739532186	4127.82033873983
"FT4622"	64557.9902917605	67824.4742671853	61947.1347998564	44603.6079859091	43650.1731618628	42487.4150373163	45311.763872547	43444.7182959352	317040.111343066	50253.589420482	44913.7604476359	54920.0338346512	74501.3242946558	48084.3843008473	45559.0175398525	50346.1949623587	65302.9222221266	89910.8338243227	43358.4460643391	74929.4426722303	48533.9200100802	44651.8189448321	65646.1691634411	77691.399797406	47649.6257675895	46788.9609653184	163514.868918234	245472.5651416	49976.4188394763	30143.1331560065	401863.119047919	44665.8609739987	49977.7129655724	53525.1423396469	48630.5621478018	55468.2693598529	53396.7752979574	56984.1286284462	46997.3755565364	42080.8829839919	78748.8317689955	46563.3227416294	49120.0660476922	51310.4288854284	70309.3776279921	60209.6796118893	56625.2652826344	55660.2908446467	74431.8435765469	45941.9360798213	50431.3460661465	45521.4148756841	44382.5773006993	219836.71765342	50296.2117849788	60021.3994264768	47896.31353821	53509.4244504366	46952.7602958007	52952.5720926022	57940.2422901741	44255.9472575809	179812.657004906	57288.6091228775	51678.5330242012	303367.365088709	55368.5852386851	46409.4298006927	44767.0923563203	53870.5301444364	50720.8264154502	123700.271173351	61830.7040190348	51637.8529040939	42385.6122732314	49574.6690725709	57402.7074192208	57904.5099672592	51645.9258873613	94377.929865058	50019.5153889398	48572.2382136191	72395.9256048099	51792.086156528	53515.4695229823	49951.3743558826	51740.3216429527	49183.2399829452	57461.3858006433	54556.5618390445	57493.3397363303	43642.8680690233	47235.0488687616	56876.480146717	57607.6200239169	57323.5526203458	59790.8854659882	54222.6683289336	63074.7549177782	51033.778490677	67003.7039725014	109681.058058207	110837.764925292	55858.128544874	61712.111354944
"FT4662"	6916.51464348313	5858.508133137	9492.24824397778	3765.39043697188	6301.0613800742	4320.99983964333	4713.06261429619	5051.31471255396	NA	8157.81232173811	9839.60872285839	6265.06297685088	6742.56927397979	NA	6918.84615086265	6195.46631156636	7293.28539134229	15215.4578348719	3955.06025573845	11367.7222788322	6105.98119488976	9347.01330727965	13104.4545059733	NA	7430.97162134699	7972.20848297792	NA	NA	11186.8536904591	7078.67033283348	NA	6591.63555710992	6317.37707490081	6075.60733802471	6457.91232219233	9371.93409903202	7422.51286373878	NA	7178.45482830933	8675.57986350129	6093.02462799471	NA	5072.33893973049	5021.41114690546	10450.4799517716	11482.0925834497	7083.7562969982	13585.6493797028	10252.2538985162	7825.92344006687	7352.8537795064	7747.76716633749	6914.50135338104	NA	8001.48077901385	6710.29691040891	7845.19466690766	6551.39070537489	NA	10793.4581595119	15414.4600790157	12563.1084952997	NA	7266.6498662922	10106.5610719253	NA	8577.66250454179	9808.6670843739	9131.87141492171	6957.43421257753	7225.35706401573	9730.26914215777	NA	7159.07547628724	9842.19892816757	7729.42922911284	NA	8497.98805503762	NA	3794.7143452175	11931.3876802841	7990.75364856501	NA	6413.53428086067	8721.75033659871	15003.3042473313	12373.263399619	7385.60158973894	7640.31532030671	11747.8609266276	NA	6656.66385700859	10323.5252651954	8964.41625430158	6238.33136064232	NA	6932.97474871253	8237.18328238046	6451.63587835013	15911.4411237321	9243.4973707602	NA	NA	NA	9814.49941094014
"FT4711"	17190.4855833118	45025.8765644604	41517.5828101111	10357.8720048539	37744.0170544893	90189.6031965591	78269.6482425667	46710.5672490103	61197.2534653835	67739.4611521268	8385.9083949198	17063.5273140622	47247.552991108	33935.8990932665	8533.00486755537	50821.6862178727	33791.5395994917	4084.65868203467	44578.499792058	12024.9799800459	46679.2756045779	46902.4887476831	17431.5459235017	16701.9079930236	64549.3315790881	26307.3616612492	59055.9368164609	48174.9618510238	35473.7091819882	36611.0949604812	60841.6604187784	63192.5674943771	79884.8176870536	17908.2413154229	24331.01115767	29444.198910481	71716.6328851281	43765.5979616234	54229.8269208997	26776.22124797	46644.9981585422	59393.2083366466	53627.2307937145	4235.5854648788	17463.3767541276	79029.3887850734	47273.691561014	NA	NA	77156.3305448127	20701.1596938353	101624.10889613	18578.5576468531	102757.916699656	90994.9447394886	19419.4742864481	71233.3467916467	52618.0057965739	50468.9832268645	13757.8920378168	13849.5645828091	76400.7931275291	26356.8867138993	27182.6696857763	49784.5717662484	71942.5751751491	17694.3735639481	53826.4463672231	40537.4693324626	47077.1303548942	12278.9189930848	78708.8381950257	14710.5489048001	59814.6303184475	28000.7271420613	49195.7972691316	51841.4994493933	17255.6118055395	64431.1682612494	22646.2350258252	68180.9835889177	86454.0191484759	NA	8295.73005654393	12939.7797404964	105689.62482962	60617.8214453674	20256.4445214758	18643.8682094665	19413.5392060781	6356.5172418905	38069.7999225345	70218.4765795499	84214.37981312	63983.8794771346	97196.5179973883	19559.432640685	92897.5589862273	72473.9217364497	68717.0121317046	2476.90149829462	31494.27246542	99689.5693784717	92049.7779751557	18126.051893673
"FT4753"	11626.4805652731	12158.355809623	12111.8773973782	11123.6159368133	11950.4158214332	12578.9255559073	11428.147827563	10955.8611598249	10166.5927897657	11151.9122814657	11267.9155451003	11932.0467087535	12672.9158774506	10786.812649377	11382.5557421712	9832.92869158188	12474.2326796425	16917.9318297925	12786.472938768	10837.1551691365	12431.8542128119	11942.5561960411	11001.003408592	14973.4226126858	12049.3531667508	11216.6293250994	13861.8256254679	17501.4273308668	12302.0226325605	13519.5620642969	13654.3444297327	12949.9338404674	11846.2726953712	12213.6643917947	11846.0671665361	11154.3199087972	10949.0217987618	12992.7588231934	12814.0586917577	11325.9003712273	12951.4860177517	12075.7273874106	12428.3979745977	11283.4413091947	11894.6947159425	15280.584692936	12802.713270258	16212.5638436652	18893.7605796213	12563.4109586987	11427.3628795528	12876.0536885876	11892.1217655611	14772.3544472032	11656.9612163865	12056.334111228	12387.3114639428	12633.5215885457	13714.6036322976	12056.8419307192	13651.2725631795	13435.3641449456	14485.8124403902	14422.8872921851	13493.8133001236	13337.9431646895	12387.8301205919	14539.7392918793	13023.5590218047	12755.2114746013	10314.2306605624	13325.0506747262	14003.1105924654	12774.233461583	13924.1229692868	12070.9830985913	15260.9786048168	12381.6176479151	12667.126037969	20460.357839646	13924.9237395439	16581.4322773379	19104.2170869461	13808.6065403557	13510.0723582866	13651.0068286339	14136.8510836757	17691.1632880139	12400.3170526878	13907.2277824228	16021.049811053	12745.8461122874	13055.4098658628	15419.6244646916	15119.1237957424	17130.3702939702	12287.7362268087	12306.1821627282	14021.4519972343	13376.7338864621	14757.6981460952	16122.507213526	16249.5540277817	12371.8206131041	11266.838965632
"FT4770"	756.837515452347	NA	NA	928.902254342827	798.005539766549	NA	730.426269107334	1202.21355838346	NA	1218.87552465107	895.031241204012	NA	1040.26859877942	1255.54122045701	933.750799519779	NA	1025.17638172095	NA	NA	1144.67274861471	1101.02346370696	963.586578674263	NA	NA	925.495974434145	1402.72835179999	NA	NA	798.780521928287	1790.38573565776	NA	1213.30592071598	NA	NA	927.268956315799	941.271233094436	1168.7753765983	1128.19771670959	1140.11659705296	953.465490058313	1111.1606432903	1338.16215924931	1076.36157480378	900.04311573323	914.423332555081	1411.46644850736	818.569656365234	1928.86408916162	1273.6811162522	928.780885080585	1791.81393309735	1222.66304680661	1480.852006993	NA	851.939572126357	1020.90627350156	921.161424273745	1579.92827031995	747.703963282896	1863.66471028707	1093.9011278035	1170.34541079739	NA	1967.06226022698	NA	NA	909.712638222309	877.142112364709	1007.77635976316	1177.66205924955	1047.01178125916	NA	1102.61234600163	988.175141972246	1194.52442011676	1787.89967410864	1775.4649681213	1110.64797225897	1100.39311812185	2698.58323659915	1460.30132159207	2238.21445473588	1339.92662603451	1001.62695052271	519.163224788565	1024.69260153071	910.176582637113	1419.47354097335	809.459474505729	1627.90808436559	1972.65710073414	1501.91952266217	742.654852779537	1374.47281850442	1093.283127381	880.977845727813	1095.09050142401	933.612502103575	992.824477055014	1794.3321479683	1623.32242104385	2156.18134826634	NA	1688.42125107216	908.093075090182
"FT4847"	10148.6794258951	1774.40493264244	1934.85833887579	1817.25268103283	9048.89145292347	1249.4300846699	1608.34700627969	2161.06400586248	NA	2696.78224996534	1685.61752051425	NA	1633.53828633431	1682.42584720865	1317.59723636709	2804.26428483612	1600.07259176367	12755.8124616408	2481.73441714149	2302.69503502794	1181.2991248225	1742.56780297023	NA	1285.10549174772	NA	2742.25900336146	2471.39766439349	28866.7987758549	1379.58608597717	2192.2779511257	NA	1654.34659186917	1600.48922092285	2252.45277364274	4468.23038485261	1903.41627178974	1979.90697979471	2023.27383998705	2892.57725758626	1716.37547232867	1806.40320570973	1220.65211419202	2151.11109980633	2142.69372718249	NA	2564.61365722679	1930.64253255079	6309.41360099757	13794.0017675945	1641.02007282784	1983.5731406888	1638.9734990197	2312.96332867133	NA	1481.25658548868	2259.49149130351	1904.06976762113	2053.17204226893	1473.25227895311	1962.43246244899	1384.53281140584	1756.34169385743	NA	2375.08528035779	2175.12455061263	16753.8883109847	4352.91010958115	1894.80858583983	2066.85771669274	1759.22605957428	2076.48493016805	3026.14413334963	2042.65335917383	2615.94727737502	8224.73016342513	1801.12394119365	NA	3955.65889648254	1446.42729524541	NA	1491.09682045845	NA	8612.9000710607	1650.40693298426	NA	1728.53727253775	2810.23581465561	NA	2840.35447492424	2785.47656935958	3776.81805407757	1629.40804483265	1320.07103006119	NA	1895.70771811699	NA	3728.05524189863	1879.79144483828	1985.13123901797	1784.2989583988	4676.75362150638	1406.95660280977	1473.89214584968	2031.13453072348	12063.7556832649
"FT4863"	2920.91265825761	2367.8349982144	2576.68511851443	2546.48574774187	2597.62915944121	2392.29604535936	2412.0018337225	2251.83889107641	6304.17750505505	2292.02167936336	2511.4739052604	2866.20327474359	3060.28058081902	2567.23735353966	2410.33800074938	2239.6077267626	2555.28654528331	2831.44432063498	2898.45351441454	2243.87201288656	2516.88634057543	2272.21084398823	2817.96853451301	2089.08516940559	2469.63422954765	2649.22676395842	6061.73423077542	8178.99122270822	2380.23970028402	2463.31776421238	6551.09109643158	2462.27534841542	2941.4363342263	2983.91825935282	2594.65608925991	2357.71848426096	2585.07714886306	2645.7771496078	2669.93902493493	2283.84023448901	3715.90165708559	2158.57191365028	2592.54176943719	2358.10244178432	2996.3561795275	3420.68086081569	2905.26356435459	3177.65365811751	4243.81801349596	2506.78691964348	2539.72846833366	2376.83710740317	2853.84012197992	6030.43557171748	2289.92308943094	2942.93489064093	2471.5701463065	2527.99869178118	2409.61706882263	2536.532203964	2908.54138614501	2156.77761901132	7746.32987180818	2723.03573328843	2650.64409705515	6044.45468115361	2994.96163257461	2690.09543386716	2349.72270142667	2062.61956009409	2092.90433216462	4971.61870888253	2614.68533307798	2344.26818207533	2504.85274219649	2362.07527085092	2818.22293332477	2815.9561129499	2231.89717932036	3768.74451922452	2746.39049002032	2393.33391749766	4156.43759115896	2519.52545423929	2591.43227067924	2243.28765539939	2700.85972516961	2655.07754013978	2905.91501920473	2541.03507007287	2620.65913254603	2537.01405806931	1344.57992567826	2762.90121651364	2613.03102121832	2503.9101716268	2894.02453331913	2537.06740891441	2639.85476597763	2777.43022600764	4096.1207916078	2498.79800821763	2415.03927765282	2666.3058496054	2929.78468115164
"FT4876"	NA	4425.00236066249	5128.42341390659	3938.12403254132	3426.64093366102	2781.24368748198	4432.28370815689	5075.48927516594	2855.20305261614	3025.49065969137	5230.00170488752	3489.44578619259	2659.52050319384	3568.07243749851	4422.96360177926	3906.46588091963	5044.69692271396	4397.26384283283	4469.63115040831	3768.54480222424	2896.82165627402	4298.69605641482	3973.01324010161	2646.86159533318	2935.36676506633	5315.2051488036	3336.57443823874	1887.21517921489	5972.06152503103	3143.80373947668	2427.83078755231	2789.31569181171	2828.0590175302	3697.98180397388	4134.08637075054	5275.9456619811	4775.8362464635	4260.59695157322	4914.28158209978	6429.16532086245	5682.12392872056	2730.82226202054	6544.61140548172	3277.90756045484	4345.42697540862	1968.73422338555	3128.53385747932	9283.65972308894	15337.3713070011	4319.65000814028	4343.65832157508	3240.5980794491	3858.38757692307	2389.31107215741	3434.6767867247	4577.44971650117	5858.48074884017	4556.05266420952	2672.53557055462	3471.87718000749	4156.9596477686	3317.12842143424	5905.51437861598	3628.93853675013	4708.2964704108	2351.51007859171	5355.25560647893	2676.7676989867	4373.82183209988	3355.36478999336	5473.80954042937	3325.92538044592	3622.44802313081	3425.64305484566	5344.9647696153	3321.77822664259	2332.01138623597	4383.67700296511	4005.39697997149	1473.5967769681	2582.66627103578	2273.52400184761	12558.3419189118	3016.39254899412	3701.33517846162	3994.32963827172	3388.17699845397	1696.53543603023	6200.43492870446	6317.89234309875	3907.40266800959	2818.6523508357	3018.36882843196	1707.35555664736	3084.8910345567	3389.86616605109	6137.58076781782	3651.13352295481	5046.95714015848	3509.77998170174	4790.70095434874	2419.52437703743	3174.38953640426	2686.9280546367	4354.35900270879
"FT4934"	734.341069588003	1250.20055892332	577.032599954361	NA	880.38548879012	1512.47062214239	1474.03526236743	1202.20708900818	1191.26875286047	971.729842306265	1041.53983213782	797.597478285055	649.654061130001	NA	1479.62328553284	729.92072628523	1297.40957303863	1262.39560461516	NA	586.745587310398	1486.92010181417	928.270419182237	832.486969698947	1730.39583136877	850.761694102625	NA	3203.19177208983	2496.66345108285	940.295749286115	NA	NA	988.394473722845	1178.54339285496	821.918211216756	1438.96215909887	1012.68925132159	NA	1940.50573981955	726.049285717077	854.191665090966	NA	1193.39247844164	1132.36401152549	885.348196628737	750.004344449348	1076.78524506377	NA	2014.48475897413	1036.9707880541	768.036666993467	963.901403660327	1405.04708746923	1088.86741258741	NA	NA	743.031256026503	1559.88677031032	1290.57826647234	1549.39238352722	837.963037398326	887.025114899497	792.340001276465	1619.27536894179	2186.99671249598	1066.48589320127	1614.79744235084	782.451611135903	1136.21910693171	1196.64759390062	816.898571862235	1126.10174608848	NA	1189.61016585278	1483.03380095577	882.089610419267	1404.15090036227	1565.43150458587	655.317923429062	1441.45999665841	2996.19432651651	1177.19507853449	1486.71452546992	1090.03530566087	1530.62921463834	1266.10139988223	1850.30635621108	699.878614334472	1458.41453588739	799.18353011244	822.896011043064	1569.76829140004	1020.72095165857	1354.88899289158	1667.64039443968	1091.02758371196	1758.16843837503	802.770508376283	740.359639827158	1081.99903081209	723.226255655237	897.315312561105	997.442774132865	839.959471471304	1268.78584933038	782.964035968886
