"POOL_01"	"study_01"	"study_02"	"study_03"	"study_04"	"study_05"	"study_06"	"study_07"	"study_08"	"study_09"	"study_10"	"POOL_02"	"study_11"	"study_12"	"study_13"	"study_14"	"study_15"	"study_16"	"study_17"	"study_18"	"study_19"	"study_20"	"POOL_03"	"study_21"	"study_22"	"study_23"	"study_24"	"study_25"	"study_26"	"study_27"	"study_28"	"study_29"	"study_30"	"POOL_04"	"study_31"	"study_32"	"study_33"	"study_34"	"study_35"	"study_36"	"study_37"	"study_38"	"study_39"	"study_40"	"POOL_05"	"study_41"	"study_42"	"study_43"	"study_44"	"study_45"	"study_46"	"study_47"	"study_48"	"study_49"	"study_50"	"POOL_06"	"study_51"	"study_52"	"study_53"	"study_54"	"study_55"	"study_56"	"study_57"	"study_58"	"study_59"	"study_60"	"POOL_07"	"study_61"	"study_62"	"study_63"	"study_64"	"study_65"	"study_66"	"study_67"	"study_68"	"study_69"	"study_70"	"POOL_08"	"study_71"	"study_72"	"study_73"	"study_74"	"study_75"	"study_76"	"study_77"	"study_78"	"study_79"	"study_80"	"POOL_09"	"study_81"	"study_82"	"study_83"	"study_84"	"study_85"	"study_86"	"study_87"	"POOL_10"	"study_88"	"study_89"	"study_90"	"study_91"	"study_92"	"study_93"	"study_94"	"POOL_11"
"FT5174"	9573.58705114814	5688.61726287052	8219.64207903737	7246.57015959786	7742.00316671533	5274.98776326902	6213.77089625971	8318.2896663259	4510.32746050298	5997.33774767315	7766.8591913438	9241.96821787906	3599.19575269947	7481.73344668728	5940.47761416802	7695.94422568056	8362.95329565979	11409.1166858425	8220.24607537644	6625.61169057205	4975.99847460145	7872.44134662144	9481.37621608107	5124.06196282035	6583.67407215156	6182.97915412227	5103.79262487499	NA	5461.67543579591	7078.83054310422	12893.9931183806	6325.20495107743	6353.32381137696	10600.8217520619	7154.87686905861	7395.80861763989	7860.52359429159	8632.99551699212	9494.22547612495	8819.74945820598	6087.89497659158	6809.86900376134	9711.6885588391	6404.89955500452	11037.1526086815	2269.3672622509	5199.22842813026	27998.9324575479	46935.4685895877	4786.98205460274	7333.28106766723	5922.08060380721	7969.18495804196	3854.5057930822	7193.87330031691	11231.0993020506	10041.7802880622	8687.15667655152	4476.98867985813	8756.98666343574	4676.64997968513	NA	15905.5250784693	9529.90500866761	6706.97972349959	6068.76429307477	10550.4953215572	5171.85450905343	8155.99421609594	6552.0681629749	7660.02098999382	6327.51927867055	7242.46613720145	7092.83815535008	13788.2581996985	7328.5605411152	4442.71449950149	11444.3963405639	6992.46217251	2637.4478947634	4812.32567582596	4755.69414824907	33884.8230138304	5810.51315038016	6326.58233844444	6089.02513311719	6041.69406416009	3523.90697256805	11751.2449297803	9885.22720342455	8653.9606652409	4775.1604814296	6124.3337376228	3025.96072231343	5222.29817338302	6416.5522945975	12156.939244536	5301.3712930066	6181.44438562883	6720.3124957334	13751.1265428676	4534.41989680782	6109.86813189414	5278.0379434008	11058.4873872172
"FT5216"	1879.62917422446	1938.09176670712	1469.85736256427	1026.60810367012	NA	3797.5653743609	3707.98700100376	1994.11838803185	NA	3929.69495716519	NA	1636.51598872284	966.701844506226	1595.38931411957	NA	2454.00987409561	NA	1039.19560632361	1173.92121016511	NA	1230.01184891179	2796.24594938697	1356.76272326882	NA	1897.33130320197	1205.54159046248	NA	NA	2721.96727558035	1812.65734127459	NA	2994.39662272961	3410.66846606162	1762.30008027894	1448.56960942639	1193.17002236676	2279.0753524598	1592.7370154951	2341.29025538071	1125.57641584694	1343.91552923979	4251.23777257085	NA	NA	1685.49885213634	1739.4059258524	1515.09214985552	1276.49576312075	NA	2198.19089600267	1401.43413788702	4015.76591420566	1341.31298601398	NA	4547.54439575962	1826.77477542201	3287.76810111315	2156.01755952373	2608.14632990764	1630.97809317586	NA	3070.82762387092	NA	4109.21923721461	998.224459338122	NA	1960.8870540987	1668.25695828846	2888.78302557681	3609.33168187334	982.306446176498	NA	1767.44502988917	1455.90804957716	NA	1515.8490086019	1097.97007971697	1926.71200916792	3009.88176521585	1834.23211134575	2072.50163883406	5110.02618276168	NA	NA	1516.38723428702	2957.07839413715	1125.13735190611	1514.01017833271	1895.91380445126	1589.82516336494	5344.66940983596	1892.49816110504	2157.25417737787	1294.16663576667	1501.80076619491	5535.43028774121	1675.55992098582	2167.00498453464	1301.71398236688	1715.78119423796	NA	NA	1543.7446979684	2226.49693263416	1983.78755263283
"FT5219"	6990.31535869821	6617.76277299175	6676.55745194937	6790.08693375486	6812.49175213046	7051.86121956608	6481.54228456258	5856.42415328057	8059.04192207102	6290.44228944167	6472.9019188311	6776.89822520498	7516.05864256281	6741.39935839713	6351.43647166856	5681.74495732955	6890.89918903387	7376.2346948494	7663.54187152444	6313.22046505054	6947.53034225423	6316.2285040242	6921.4253095593	7334.95218664457	6675.27873987863	6694.92774380716	8417.86482680475	11308.932514328	6523.15711281114	7334.64205846234	7694.32153568432	6833.57626067945	7233.7112660049	6985.45592419309	6925.01577705407	6375.6967599442	6576.23296958467	7144.15392408262	7033.03124037135	6482.80036460615	7564.24652648707	6394.11213662277	7077.00843045695	6479.47078628107	6866.83712686069	8918.98001648993	7261.54340205743	9071.21410744691	10769.4662718203	7035.87831019227	6724.74816007144	7015.3853951172	7098.43416466915	8779.26948190868	6471.5054743958	7145.35543989939	7083.84864506394	7167.67939659004	7202.54210720071	6987.29935960923	7881.18391886946	7392.59828103169	9591.502540195	8106.77580822426	7258.82696572954	9970.87431581011	7167.3117495665	7945.82948034167	6894.07937637512	6828.52984776695	6061.41573598278	9520.40911337807	7373.26324802539	7265.11444998232	7299.19867733177	6898.01327282567	8538.66199103495	7186.5955691854	6517.54475364003	11228.3265464594	7952.70498957466	7764.35841926923	10941.83464191	7651.72792229822	7461.56974228754	7564.2651725605	8101.24731223705	9201.91184134415	7305.23215120187	7207.97299998855	8324.90373886615	7189.22663508171	6016.31053340196	8484.02094380413	7886.38135611637	7865.90124500546	7031.49353806087	7231.92879357267	7748.58531715958	7723.03172431483	8836.83123762945	8211.11215596075	8873.96862687947	7337.47149383594	7219.9188182493
"FT5257"	2401.70081442266	1552.52235946695	2833.92279960831	1625.68670063946	1678.23868043946	1454.63452355093	1548.39217301675	1949.67531547635	NA	2487.24266414444	2185.96304482047	2560.75063954033	1574.88238076086	2745.9958072084	2069.41059646939	2016.33361028336	2325.91186470111	1268.32293448462	2496.32911448498	2212.97426651091	2714.77091865662	2322.86108237879	2554.45975412948	1636.03207370273	2809.25305181623	2549.23796027855	NA	NA	1578.94338795559	2975.79797899202	NA	2066.28619256296	2588.42640160115	2542.85847658317	2014.92280633044	2140.89053951367	1675.89345642212	1560.01100284722	2543.6736651691	2531.7568405512	3044.27570767641	2343.17966272796	2067.13007955966	1917.21695638484	2700.8395250092	3133.16881285597	2099.04091808596	2931.95666047623	2952.28276323257	2105.55346418632	2753.13886315915	2196.07514933648	2491.88915034965	NA	1874.56698020446	2653.52373904892	2368.58619120097	2247.68223241734	1381.84054254726	2648.60800292701	2212.02030583364	1710.19046787395	NA	2089.93777734705	2006.21327475406	NA	2681.08349494303	2270.60522670459	2030.86191380334	1202.3427533595	1695.94057469789	3301.95201527999	1522.4788809985	1873.45002977759	2611.76191777709	1993.9209654218	2198.81649798765	2630.09869653898	1245.72984636476	2560.92787827319	2861.34364759969	1853.59345372397	3375.30492373666	2373.76872491788	2047.12179382733	2136.497013574	2354.97276675523	2176.56330442134	2484.12755718209	2372.00055427128	1565.56548651266	2974.17164248663	1557.64277183696	1921.4542912832	2157.63515722639	1555.70416513866	2565.89375799174	2007.86452350897	1437.23832335039	1575.05562156229	2808.36791746743	1883.64325828368	NA	2456.60264737877	2565.74547386748
"FT5299"	1038.14155380654	1027.11533125388	899.229704509733	967.983021419712	1156.81108171476	777.653474317189	NA	527.39548741079	2709.95197111336	715.551918713982	1095.23562285677	1056.94162902494	1169.17580754284	1022.86091052222	821.126938718282	711.864828777134	1412.40080735423	NA	918.096244240145	966.553163603662	958.410264217288	879.959349104071	1252.56365568165	1689.04776501465	NA	1233.90665300789	2656.16326214438	NA	672.852891049209	1166.56371681829	3279.72876424129	604.980114654864	1362.52495962102	929.983816433685	1068.12024034617	1199.4473295553	568.733042093926	949.684384453449	947.384350729867	490.475710079476	1974.77755051145	884.236055234498	876.520053536912	1114.50778361305	1105.90934255418	646.758437016732	945.129360945188	NA	NA	554.540879093601	NA	515.728901622061	1186.13435664336	2372.7060161983	673.408133568315	1192.36273005591	614.792612421062	830.169177788525	1363.59425563619	1230.45023532168	1739.53501504172	758.882086641849	2481.56083031722	NA	1540.60945267842	2740.37275039933	1018.80424508638	1161.8856873366	859.998097655209	946.733990845695	852.969707377213	2206.26100202339	1334.30211120278	1286.81809833088	NA	783.177542462181	NA	1022.28815294898	707.173898209047	NA	1794.84166019373	1123.87625305095	NA	1358.97965510907	975.913015751081	1053.18137531936	1756.895686554	886.617330926019	1027.94053763243	1447.92431289312	719.808650097246	NA	1701.65443012435	NA	1271.63114583564	1302.95362638619	897.068467972555	1052.39069444314	1719.0716025537	1022.72374370372	NA	1998.41097370658	1708.30852925087	1210.33977885638	831.033399836595
"FT5357"	21232.4162033159	30089.0935178479	28194.2174531564	36214.9979634836	32245.0926533942	46457.8506115808	47363.4701227327	42889.1858275889	21318.4326291514	30757.2135731393	34002.8756664865	19464.4195732102	42879.702033511	33759.1986100584	43021.045117083	32818.5520136187	39743.7521452497	32885.6661676057	44218.8606622887	31417.7064856201	50899.1661211166	27557.1987873655	21289.3033870224	46908.6545633343	42439.3971746944	35068.737762994	21994.836066268	23581.4337162174	45736.9090176895	29809.9912575466	9526.31223841878	54858.4758884225	58800.416856209	20202.6880402713	39979.3969692272	43941.1002736426	40604.9507377199	31879.9529940162	39117.554626068	28069.4523749997	34863.0105301763	45027.4409089563	36942.8120613921	25955.7145720436	17739.395187595	47641.5495663887	70764.3320003788	39650.7550379684	37761.4473824797	34562.4929414736	32817.9163720074	38343.519701565	42070.8202932178	22154.1883395763	22305.8587594447	16433.995029296	29109.6028642065	18130.1393069614	41448.2951858567	21837.8352976656	32281.9379102324	47535.0771666419	32009.248490653	32087.2426308638	46569.0932795167	13049.4675207675	21737.9961508099	39254.1479966407	34190.0411621775	38675.2908196324	20434.0966650783	26823.8116882076	39503.2817177962	34308.8391867689	22612.8692982387	33277.0925267068	53720.7634268533	16585.3575859654	25924.3282586294	44255.1389810607	33277.0864238171	34685.808935657	36782.5878436505	29360.2484521915	48184.3822315599	25483.4959598808	31136.2334869247	49097.590983846	11325.1118701627	13479.0604996546	38206.3352773519	31448.5380707368	38444.4866582732	38024.3330732666	29773.4029304979	32951.8681855991	13675.5456097797	19868.5425637734	23348.4628118319	18950.2426533163	38141.3035409972	40102.5618373772	29613.3122940846	22847.0742165568	10404.3071587279
"FT5386"	9158.89602348081	5651.89571277686	5523.19113014868	4935.29846096026	6001.6774303982	5697.3199863209	5195.32435236678	5216.4892618852	8828.78611726432	5258.20606738029	5957.09214330525	9566.78978975759	5534.69031465277	5824.28055528457	5039.0095241941	5016.51111284762	5292.67436949241	19311.7557047944	4667.15709003982	5196.4637052324	5865.51222165787	4659.06170837317	7781.20582454385	6607.20250961066	5318.31973732119	4797.21912236659	8066.06535645822	10212.4603466703	5219.75298380412	13585.0554593116	8256.14235736328	5788.1355597099	6359.73228182926	9696.3908883526	6763.22552930781	5526.94028364959	5862.06161295232	7038.75670219087	9859.20565529294	5353.51893105939	13542.6808390657	5309.23707710833	6342.65312573257	5225.60754423321	9264.70573701676	7365.58251200582	6386.5146772502	14606.0930735832	9377.62252398099	5542.9563547279	5497.82172325006	5175.13529199752	6387.82401398601	8788.69343793853	4620.37758383331	6152.65082525145	6712.79858749128	4888.92599864951	6285.92297360224	6181.67929934773	5535.66246260939	10446.3378360261	7945.6723864014	6762.06382131574	5791.22328854856	9470.31208598831	8980.76937166548	7459.1971680175	5258.16192373886	8604.16334918646	5194.43316801386	7113.35119614855	5851.84996732918	6423.71594025925	5665.2230030537	5287.67733432613	6694.30084869607	9606.98728905071	5110.01549156292	5622.37350436474	6479.48291139594	6345.20085456824	10977.0172959374	5263.37126512173	6805.52429753332	5390.18040484328	6513.33139355088	61021.196546179	6179.67633350005	6489.75948109263	9922.20884540871	5916.70214142936	6692.2689545987	6787.63953202872	6184.20386811177	6917.20480416379	9023.68164091523	5323.66917945049	6700.70854110733	5864.50844688773	14780.4330941367	6423.5657142858	6443.68123859844	6077.66649044486	5696.7939430704
"FT5497"	3379.97197107484	3275.63182998996	3710.08487179818	3836.31744807526	3406.37812218367	3792.83043370722	3268.76337975677	3540.11270042184	2138.59351775673	3764.53095196028	3522.29374597823	3240.54087288406	3914.49196810113	3627.11109222814	3564.46134151984	3933.35758294711	3679.0521001412	6498.38465782232	3400.87848092272	3863.51879287934	3972.63329536145	3368.89513104365	3220.32785028015	4700.14780338732	3736.68846523674	3751.47873078404	NA	NA	3745.19286178722	4904.40168743812	NA	3816.5715356682	3662.93740509896	3177.6421103667	3800.43405133854	3698.76373817435	3862.79142139256	3957.27065205837	3701.24159507965	3560.6966019589	4160.7162281606	4107.88699762357	3903.80702895008	4085.03084879898	3341.82547689112	4836.22371486336	3848.71550709647	4871.08736360445	5981.1183901733	3928.09088885479	3790.62794069561	3975.31088651918	3875.54575174824	NA	4284.45698283747	3279.36834939624	3601.4634478316	3626.44938144354	4494.88868307069	3804.50128637696	4468.75282430539	3981.52242989784	NA	4493.94931079478	4042.69989262816	NA	3238.95588324145	4011.88019319494	3803.96442115366	4800.28957069761	4264.86694428742	3332.70633291648	4183.25812798892	4431.64195381216	3924.3002563261	4054.95759708363	5490.55750319586	3345.19239896259	4305.3440970757	6307.13027515496	4083.09110008731	5223.51759954318	6163.08507373081	4659.32875163006	4498.20134008407	4504.31131018931	4147.09412930343	5857.7606873751	3406.4277794086	4569.92388005699	5331.47771148289	3524.81334929362	4859.34271160062	4612.79993225492	5167.76686353608	5469.43219827023	3451.55791790699	4283.94036110761	4569.96091835538	4301.35507749292	5041.97558882307	5815.3682231032	5493.90785217832	4300.95794764375	3288.40713239565
"FT5528"	929.425529758007	708.227370936342	785.164950690526	888.982948139267	778.867460989283	769.110329559117	834.006588767044	906.794157187177	NA	783.046112044986	NA	674.011998356111	841.902908457858	1051.47973055264	785.519403287652	718.546164963165	649.413082155003	1022.46708043081	649.055644546235	786.043625116866	932.241475966813	744.159036063307	NA	902.106008167449	661.421654201747	913.802041881014	NA	NA	828.511292418204	1114.86223693751	NA	1041.12006883388	954.996774077639	642.914508868231	767.122481329009	787.70044325699	777.670877945521	NA	831.263669131285	653.946872576214	NA	768.968557872256	685.638074543155	852.420924801629	NA	1074.07532449899	933.098414496045	723.481549230898	1094.50289834943	665.366427353683	668.857883024157	NA	907.540174825176	NA	586.986449810481	621.15181239069	586.635769423974	691.168815685171	774.024778915839	600.0241468118	680.585458661036	828.383499599124	NA	642.048476892105	771.546827455593	NA	NA	786.880505954871	NA	NA	655.545801579958	NA	634.357601721933	694.312995082226	714.793221346202	711.835894632398	1012.71567665842	NA	NA	1446.47684616318	758.522039981034	938.451696226465	1159.61354689033	720.404330322489	773.322587577729	961.717839416442	NA	740.414855253396	NA	608.225482851289	NA	610.573459828504	626.607666081718	NA	682.071752762842	777.312308866315	NA	NA	568.852213188748	732.947560829645	852.246028953805	NA	NA	NA	NA
"FT5600"	7243.52271003705	4816.30716848778	8207.45759472451	2391.91852705217	11700.3611236487	931.655567720446	2007.60556449108	1923.9427559677	NA	1272.18253229336	3974.80845904824	7082.15073960352	974.739809099975	6755.7312201557	1228.42861508476	3566.37624611535	3349.69088194731	4634.06699519611	4036.49290554755	3404.04247133723	676.993884112928	1350.48658689252	8085.79596264992	3495.96255932054	2138.59166400542	2356.5346861731	2258.90046580656	NA	1693.48168250183	3589.80242741146	2840.08749804358	NA	1350.69292063705	6474.72103515997	3689.97871671822	2653.86173401876	1794.92581027502	1880.49150957737	2628.56478665861	2926.11635589767	2057.75093048589	NA	4258.55687216445	1426.3236273019	7012.64683688833	881.590907106978	1292.26597503131	NA	1758.10898050052	585.308491536886	1182.46571017264	989.952202342084	4168.539	NA	809.702270828415	5750.90827902079	1223.72062208002	1443.10145934275	NA	1299.18287123458	943.42274016726	779.498653718675	3261.37596671105	NA	1696.52665780061	1881.00101615977	4712.51835698058	668.071457397121	888.061040358539	NA	547.816032588086	2431.67566897622	1274.94360609556	1284.47736392946	1651.5057574583	1130.94648440576	8401.11667508259	5582.79162865202	1587.06692680642	NA	2082.29828100913	1032.75236433596	1760.97046885375	1138.57861847102	1884.52363267203	760.528083389931	4781.02502464932	1602.96825229721	5778.96213036855	2158.96190132621	NA	1923.95901416156	1276.32766780002	1331.53338285896	1754.52582324452	NA	5484.73551527319	1186.67533427092	1382.66734291772	2319.49386255192	1851.28232236605	1082.02666192705	2149.68911883127	1125.99703075458	5250.35508587858
"FT5782"	1939.94780285145	2207.3315144146	NA	3296.37247977438	2415.89947512598	3396.13429470261	3118.33560931628	3883.30843806374	NA	2624.88569532182	1954.71310505244	1898.60263395419	2756.73835701254	4495.88196852864	3300.13322680939	2595.05097526406	2434.43833305357	5523.85779830415	2230.57538465437	NA	3852.7864908942	2345.96452898143	1740.19405969837	NA	NA	3216.58087943161	NA	NA	3177.6217332482	5236.66579121513	NA	4757.00360035536	4287.44766505278	1725.54493332777	3182.73804494993	NA	NA	2569.32051918062	NA	2386.99610587731	1636.18100377433	3960.39683478757	2861.15016955834	3131.08777242887	1823.11619423626	4650.64436116763	4236.52266999741	2765.10582066198	NA	3010.4951989934	2592.71271233258	2726.13953879573	4221.87450000001	NA	2762.81440644844	2806.29219547703	2576.62633949995	2596.46038593311	4495.7908432326	NA	2561.31411429404	3896.37102138772	NA	NA	3665.90960467125	NA	NA	3724.09613173263	1992.69855612794	3596.39541242742	2993.64124602291	NA	NA	3585.1343189326	2982.76282332977	3586.18794233004	5828.97875106068	2076.47035336271	3419.95226035494	6945.14062329954	3600.87830999914	4703.89171334609	5811.52024995295	3477.50384157518	NA	4569.41237786945	2697.63383149344	3666.42277206853	1885.4959280015	2777.5494140386	3674.44755967027	NA	NA	2228.44116298192	NA	4921.04155776098	1535.55668849121	1928.25978432305	NA	NA	4010.22628407438	2529.05458910391	3871.86358733613	2476.82255102197	1705.75205876065
"FT5812"	1924.05879282294	2471.36799951574	2265.89748168302	1846.71435605401	2593.09219942665	2521.81832544433	NA	2327.33448178404	4080.89781903287	1845.44617799549	2826.47748270936	2250.68618179088	2621.43007481961	2048.46891240847	2457.90905176309	2234.12265353673	2313.0422943101	3254.24723340114	3289.61961141201	2417.88598398151	2547.009654839	2041.66059014313	2758.75095944749	3056.36770116426	2700.05309361207	2361.0220496407	3741.36655135461	NA	1659.97095819113	2676.26341286202	4824.26669638628	2170.13989330891	3577.20342356576	2342.80236329775	3060.2013521098	3459.53513114018	2171.99666808068	3288.66072647975	2767.51648809485	2098.48274752091	6704.98217183119	2308.57180434698	2735.36629963621	2120.50478088852	1615.6548854654	1840.07628005936	NA	3466.96255120268	4174.38118756919	2992.37547945431	NA	2178.93048014758	3123.03982867133	4101.05742212249	2235.03578248077	2841.37095075131	2336.90997293398	2707.84943459487	3269.92799958807	2789.38688855583	NA	2151.46966964104	3349.6324473534	2804.87741112744	2815.03381084552	3521.04223089994	NA	NA	NA	2309.04942075349	1780.46645637581	5531.40100529614	3020.17223098619	2519.46135551155	1966.08122191951	2236.77696498531	3153.49903516871	2904.30990199944	1753.17550627414	3179.83488529049	3194.87775403935	2939.47492035378	3889.72865404295	2257.34310049814	2364.96067082473	2051.65392523179	2930.96225592049	3339.14692547793	2285.92817214831	2597.62882983851	2857.17205009513	2677.33199463818	2623.36365495349	3007.7756389387	2807.74735619112	2827.98542480314	3359.2592818697	NA	3211.7370751191	2570.67057673366	3175.46087027359	2775.03079378315	2361.4479479144	2523.93538516039	2147.92937694779
"FT5863"	6053.51555923137	7050.40274084247	6156.87292560763	6392.09789564159	6880.28069363602	7414.21883747529	6510.67863477999	6484.02410247468	3754.70987124088	6437.39474214386	6460.99012229464	6177.99271374285	6808.13555893533	6218.8055747529	6659.15700233303	5760.45815996447	7161.21072279778	9054.22276524567	7011.44924788859	6167.53289776747	7122.36704634597	6356.24203306719	6026.81662492233	9206.21900641606	6323.18629196131	6465.35305546943	4348.41538657427	5422.90512843254	6601.01719446592	7987.63708403586	4459.23459276883	6769.39995856014	6366.80352855564	6309.1236540708	6554.48101538458	6388.65235036031	6067.93672415775	7509.38108468483	6568.62291791106	6785.39487822226	5698.37748030015	6948.18820446089	6807.31736459197	6543.64747723154	NA	8196.71402165612	6208.89374998503	9179.46334536138	10184.5621177368	7216.09404235444	6412.00625266214	7361.65640851627	6315.39946325702	6645.35683405205	6457.10572062877	6202.59761545175	7155.248435638	6966.77515228307	7694.61095895723	6648.29661398751	7236.00438796906	7091.78549757099	5899.44162000579	8157.51210509622	6847.12001010929	5886.78064540949	5970.5812057871	7769.71680756495	6986.49663877184	7273.87647672315	5511.48888745396	5096.04936047267	7072.23918228445	7416.71756924098	7110.95696121297	6862.39630869058	8488.66183558237	6203.10293808314	6366.00748973812	11567.5610274168	7602.60319177064	8424.07966109882	10540.480891083	7479.8285123649	7275.83388620876	6899.6437665275	8000.76369538149	9713.4677508823	5945.62656211108	6850.12640393896	8723.75180799407	6902.3972260148	8482.25123071158	8416.34860704338	7872.06025103181	8894.38471547624	5856.24183671049	6278.92439854896	7732.1249357501	7431.41981489319	7727.00468985239	9039.59408085589	9116.90862334816	6617.00310767993	5907.68961577473
"FT5880"	11341.3688801264	12665.9297071545	12130.3275179714	12201.5941551811	12597.5342547527	13849.4985938988	11792.2839606968	11872.4936964861	7035.05284708658	11797.1741155956	11927.9184549039	11333.6129666553	12532.6330967106	11629.0382367058	12344.8330638934	10696.6920506928	13528.2222242163	16464.782167174	13048.6423261527	11864.0701095983	12901.459388008	11901.2572894041	11163.5440452295	17174.8177011145	11806.7585421116	11790.0515834702	7831.01304590209	10023.1439025131	11825.41939369	14739.7518962496	8188.15095867282	12555.7466677528	11868.4043048466	11492.5933275318	12167.6304460068	11697.8368634659	11359.2561527075	14114.195057545	12266.2840575454	12416.9107455135	10975.1382880975	12691.5651002179	12995.803061862	11716.85807846	11098.4766752575	15375.1571620885	11706.6022599475	16770.9404066224	19027.4211418025	13548.3273734175	12130.8067217464	13670.2163278812	11755.2699584486	11972.444616597	11968.0575373098	11209.8428400612	13193.8424741809	12664.6996341531	13987.754567115	12260.6914767084	13601.7773625511	13032.5933552414	7987.65012406883	14854.0970058884	12435.5494428655	10945.6416675556	10745.9554172997	14612.7500742094	12771.114169101	13286.0487536154	10146.8464267116	9386.08678026109	13317.2653207533	13444.1268600149	13563.9590256412	12499.0312528801	15586.267518113	11327.1720203348	11858.2093145708	21729.2799516928	14132.2630653176	15389.8864290314	19457.3416643474	14140.9891955598	13890.4094312563	12774.9185764656	14456.3006031177	18153.0218293874	10822.5279180026	12830.8890038935	16788.2364573082	12763.9844001151	15899.4431538578	15801.1940117518	14075.6914473188	16167.9714558189	10712.4592094232	12331.3100905923	14388.7414182903	13618.1138170132	14329.384495941	16725.211650965	17012.3355370257	12270.4131443142	10701.2967432092
"FT5940"	6105.06383624766	6750.75912572178	6400.20635230296	6465.39961432425	6713.7604404965	7248.61258788722	6420.1296638379	6273.31408506873	3509.07922824102	6276.5505837005	6430.62088957046	6017.53349908144	7062.38932172315	6259.86510376484	6559.67677292802	5675.88471540978	7189.12984038852	9535.4983023014	7312.95455092652	6141.46597655353	7442.81139322399	6536.25184530325	5824.87678110914	8908.96879840058	6325.68244724979	6565.63745752681	4863.79241593114	5678.58278611663	6451.42573989461	7985.30554339713	4007.53380540299	6864.7240223088	6772.49300972668	6197.23738594005	6583.37245337066	6443.48688527991	6328.74578286476	7306.67315769687	6852.44316021595	7052.39366445408	5652.45033967858	6888.96397248028	6912.64677364631	6547.56215354909	6156.42959373791	8956.30362839625	6543.99127165171	9353.77582341314	10285.0158718963	7252.29276736877	6978.24274859117	7669.78628785833	6665.47221016374	4398.76237285645	6445.17340199007	6204.16613928022	7308.8383517411	7210.87207622108	7944.27072395664	6709.44291039294	7714.00364911583	7270.2978171783	4861.94363057927	8337.98704623828	7240.64325995124	3867.56139951868	6025.55435771466	8442.38374402146	7167.51696152985	7211.27043619369	5805.88298351802	6237.87458063555	7457.25136115706	7543.70560475133	7657.01744867532	6854.72965703475	8871.66078834747	6344.55063124584	6710.21128664632	11801.1242909792	8108.75504630024	8437.86615303521	10912.817184903	7882.70396057178	8251.17263423905	7140.37113048393	8437.38206156583	10837.0893518082	6249.56183648588	7217.77941859098	9402.33729421152	7477.75683328906	8400.82289709325	9597.47791852425	7908.20311611757	9657.95524130091	6293.73770228446	7259.72594253375	8005.45976267065	8080.23199246373	8216.38627667687	10091.4314312403	10353.0400665951	7160.40351748785	6103.82798775719
"FT5942"	679.788448189146	657.622529725697	720.268366411912	658.971288258661	735.847685905581	676.268616733213	602.278951138032	560.254368656316	1607.88414676505	715.516180318598	678.354049709554	854.554582268995	799.648118375387	659.254938889291	706.817425574787	716.609627815767	696.252165803337	835.058480977076	739.844293645775	768.980260377645	601.544225286736	773.181085573915	769.105783173877	663.001906665138	636.128291344824	856.113907722908	1353.96056354172	2634.28661486416	667.075201178858	774.980905178546	2011.90498017017	680.914802319219	757.459117968767	833.247826895434	603.309104709375	742.270343333934	801.571348419813	712.488722417593	685.202467732935	744.283615056269	NA	708.656009424482	706.919326795426	845.405589220613	660.70684175242	909.456106944926	777.681773062923	879.640467622487	1225.16915510114	759.610855224929	690.673998004154	762.877781134498	771.402157342663	2436.9122856087	719.83451590701	787.263693494463	797.335928497084	714.417421597291	735.042477374149	750.173113972719	845.717397662991	656.922364172208	1470.0715055627	679.15814922107	685.419529751737	2201.12862014181	752.315794012662	815.359401491607	748.692268730772	796.382919646667	637.557294493543	NA	758.025821891152	794.540380117471	685.115081126929	633.607439581975	764.368764776861	841.792619147456	600.578479895485	1331.67533939375	752.695946341433	822.655790871945	1269.8546705358	905.782336720423	708.856321734569	752.772152090633	865.697832793908	933.597986414126	856.178935190467	931.693160394076	893.141721228672	755.412903766749	824.581408157652	948.292375813873	842.901113539308	824.996207649223	741.287381068447	895.328349013516	787.090554221442	704.221822046521	915.567505822025	973.931772921948	686.577177473996	839.961726632965	804.318047904673
"FT5946"	2126.24632939951	3638.93058621555	NA	2393.20467733386	2662.32376728633	1859.61231925785	3211.60032471157	2307.68953695187	NA	2952.27034577865	2192.10776264572	2243.05675982708	NA	2689.11389198498	1507.30873247799	2699.59096134673	3269.33395182384	NA	2099.11332792693	2583.00586668808	2580.43929734631	1937.89258909466	2137.9268894012	2572.64142998959	3355.54468222738	1633.93055897981	1613.86283015078	NA	949.560971444451	1998.31416390552	NA	2210.79348339073	2347.03197549521	2026.68770918462	3870.96321884583	3960.94625861346	NA	3302.43966795477	2923.91544116026	1981.42738107602	1465.30875566455	1364.26130920969	2700.80467107549	NA	2131.76681240221	2966.23018894889	2829.33460256754	1402.28251646939	1515.82692310526	2848.22160430869	2181.30575475152	1718.03923515502	2512.16802797203	NA	NA	2058.41584172776	2940.1221808949	2462.42838516956	1032.14607978686	4314.38609537037	2030.60649037709	1315.15685435218	1851.53521559484	1336.30765247761	3456.98738061034	NA	2274.91359205983	3444.9283158294	834.614408799612	NA	NA	1916.7958975684	3340.81311176856	NA	NA	NA	NA	2203.89102597878	NA	3914.75549126175	2643.82574492359	NA	NA	NA	855.156364392103	1554.47018147426	3574.61749356891	2489.91892847644	2342.90071568704	1342.44088054314	NA	2858.42873584654	3923.69123265485	NA	NA	NA	1999.62449799094	1889.92503161877	1602.84218330591	1665.62967064303	2475.40154393137	NA	1575.84443932726	1390.35490771862	2126.04964811086
